ruleScore,lstmProb,gnnProb,autoMSE,geoSpeed,clusterSize,label
5.15,0.83,0.91,5.57,1677.82,10,1
6.86,0.61,0.65,4.21,1916.32,2,1
1.07,0.13,0.06,1.86,167.95,1,0
6.38,0.99,0.7,5.17,2199.07,6,1
6.88,0.79,0.77,4.25,609.86,13,1
8.14,0.6,0.61,5.73,556.03,5,1
6.46,0.67,0.92,9.69,2419.12,3,1
6.87,0.7,0.77,6.31,612.05,14,1
6.62,0.79,0.84,5.01,1306.24,8,1
0.89,0.39,0.15,0.6,165.64,2,0
0.72,0.24,0.37,0.59,305.83,2,0
3.0,0.04,0.38,0.23,250.14,2,0
8.28,0.97,0.76,4.35,2251.8,12,1
3.93,0.22,0.38,0.46,191.4,2,0
1.13,0.16,0.35,1.58,133.69,1,0
1.46,0.05,0.26,2.55,372.64,1,0
2.0,0.21,0.31,1.02,71.48,1,0
2.13,0.02,0.22,0.51,386.21,1,0
8.12,0.87,0.82,4.44,643.0,15,1
0.36,0.11,0.03,2.25,56.33,1,0
2.59,0.07,0.39,1.13,42.77,2,0
1.98,0.13,0.14,0.59,344.28,2,0
4.32,0.24,0.23,2.44,314.52,2,0
7.87,0.72,0.76,8.35,2226.04,14,1
7.53,0.95,0.69,5.98,342.85,6,1
5.63,0.73,0.83,9.17,442.67,15,1
2.79,0.02,0.07,0.86,113.05,1,0
3.41,0.08,0.04,2.49,278.2,1,0
0.43,0.18,0.34,1.85,116.93,1,0
5.6,0.89,0.83,6.74,2460.12,8,1
5.3,0.69,0.77,8.11,190.1,9,1
0.65,0.25,0.29,0.48,253.06,2,0
8.64,0.67,0.8,3.65,275.17,2,1
7.32,0.61,0.96,6.63,987.47,5,1
5.17,1.0,0.79,7.0,631.73,2,1
9.38,0.93,0.85,9.96,172.67,2,1
9.8,0.86,0.94,6.78,2461.21,13,1
2.8,0.25,0.1,1.3,102.15,2,0
6.27,0.72,0.74,5.94,872.02,19,1
8.63,0.78,0.82,6.8,293.65,15,1
0.89,0.22,0.39,1.55,371.06,1,0
1.65,0.06,0.15,2.12,153.98,1,0
1.38,0.32,0.12,0.58,389.57,2,0
8.87,0.64,0.75,6.55,1700.28,2,1
4.75,0.25,0.33,1.96,335.75,2,0
5.96,0.94,0.95,5.08,286.59,15,1
2.01,0.08,0.14,0.51,42.52,1,0
8.78,0.69,0.99,3.36,1528.7,1,1
3.56,0.25,0.15,2.73,387.81,1,0
5.23,0.74,0.64,6.35,453.52,13,1
1.03,0.26,0.02,0.2,220.73,1,0
5.85,0.95,0.76,9.47,301.31,5,1
8.27,1.0,0.98,3.03,53.19,1,1
9.77,0.88,0.82,6.57,1432.72,11,1
5.23,0.6,0.74,4.69,1105.2,7,1
3.52,0.12,0.3,0.62,217.7,2,0
6.98,0.68,0.82,7.85,1538.2,11,1
1.44,0.15,0.25,1.66,384.44,2,0
5.23,0.64,0.67,6.53,188.51,2,1
2.16,0.12,0.15,1.19,328.62,1,0
4.98,0.2,0.14,0.56,1.92,1,0
6.53,0.8,0.69,6.79,1905.17,2,1
9.22,0.85,0.63,6.4,1138.46,3,1
7.13,0.99,0.91,9.28,1197.93,6,1
6.56,0.94,0.84,4.02,165.97,11,1
8.47,0.99,0.98,4.64,1052.08,11,1
7.18,0.85,0.65,4.91,1336.47,3,1
6.06,0.71,0.64,5.43,1116.9,6,1
5.92,0.72,0.7,7.79,1723.3,2,1
6.63,0.67,0.84,7.99,1717.16,16,1
0.87,0.14,0.15,1.34,316.07,1,0
4.4,0.16,0.12,0.7,213.01,2,0
3.19,0.02,0.26,2.73,151.78,2,0
5.46,0.81,0.69,6.76,492.63,7,1
7.32,0.61,0.66,7.75,92.26,13,1
5.99,0.79,0.96,6.96,271.22,16,1
6.65,0.83,0.7,7.56,367.45,6,1
4.32,0.17,0.3,2.57,124.01,2,0
6.24,0.75,0.62,8.67,659.22,5,1
7.15,0.8,0.96,4.83,515.39,12,1
1.15,0.32,0.24,0.69,191.47,1,0
6.86,0.73,0.85,4.15,649.92,16,1
3.93,0.22,0.34,0.7,322.39,1,0
3.17,0.31,0.03,0.48,293.28,2,0
1.8,0.35,0.35,2.1,262.29,2,0
6.65,0.69,0.96,3.38,1732.82,10,1
2.05,0.11,0.24,2.06,183.72,2,0
8.25,0.95,0.67,8.88,1165.49,4,1
5.36,0.89,0.8,7.92,1330.8,8,1
3.45,0.35,0.32,1.04,309.76,1,0
2.8,0.08,0.36,0.83,168.43,2,0
1.68,0.31,0.34,1.31,151.27,2,0
6.89,0.6,0.9,7.38,364.49,15,1
2.98,0.36,0.07,1.26,333.14,1,0
2.63,0.12,0.24,0.08,25.88,1,0
3.29,0.23,0.21,2.53,93.98,2,0
2.33,0.4,0.16,1.16,201.43,1,0
8.43,0.77,0.95,7.86,1848.41,19,1
6.08,0.71,0.7,6.48,355.34,12,1
8.56,0.75,0.97,3.66,2005.22,10,1
0.16,0.26,0.22,2.0,372.06,2,0
7.96,0.8,0.98,8.23,37.08,5,1
4.83,0.39,0.02,2.84,398.97,2,0
2.79,0.34,0.33,0.85,219.09,2,0
2.11,0.05,0.39,2.95,74.82,1,0
9.0,0.93,0.72,6.28,42.14,2,1
3.59,0.05,0.38,2.7,139.23,1,0
4.06,0.09,0.32,1.2,75.57,1,0
0.17,0.16,0.23,2.21,126.46,2,0
7.15,0.69,0.78,9.67,116.19,14,1
8.27,0.86,0.84,3.7,320.33,16,1
6.02,0.91,0.72,3.15,135.77,10,1
4.11,0.39,0.02,0.47,42.13,2,0
1.22,0.02,0.38,0.56,79.36,1,0
0.99,0.3,0.35,1.74,98.74,1,0
7.79,0.96,0.73,3.93,2069.43,4,1
6.26,0.65,0.66,8.97,2285.31,17,1
0.2,0.36,0.4,0.54,48.15,1,0
4.51,0.22,0.23,2.12,105.88,1,0
2.56,0.19,0.26,1.67,257.58,2,0
6.69,0.8,0.87,9.78,2284.13,19,1
4.86,0.14,0.16,0.61,28.21,1,0
5.9,0.61,0.68,6.63,1232.51,8,1
0.82,0.01,0.04,0.86,388.9,2,0
8.11,0.62,0.95,6.37,41.79,16,1
0.9,0.23,0.39,0.87,317.74,1,0
6.82,1.0,0.83,6.31,2175.61,8,1
9.73,0.88,0.9,6.5,987.04,10,1
2.47,0.37,0.0,2.68,124.42,1,0
6.06,0.82,0.91,5.2,1589.72,19,1
5.85,0.8,0.77,4.53,505.03,12,1
9.78,0.92,0.89,4.3,662.3,5,1
3.93,0.22,0.27,2.82,255.35,2,0
3.39,0.29,0.09,0.24,110.76,1,0
1.59,0.06,0.38,0.23,38.32,2,0
0.07,0.19,0.02,2.93,316.24,2,0
2.44,0.01,0.28,1.17,212.46,2,0
4.01,0.35,0.38,1.22,227.51,1,0
9.63,0.69,0.7,5.08,342.09,1,1
8.71,0.88,0.7,4.77,609.74,1,1
2.91,0.36,0.32,2.68,4.65,2,0
7.98,0.76,0.96,5.11,1697.45,19,1
6.56,0.67,0.84,4.78,1630.17,18,1
1.94,0.26,0.38,0.64,23.6,2,0
0.37,0.01,0.19,1.2,54.75,2,0
3.36,0.17,0.05,0.31,301.74,2,0
0.64,0.2,0.11,0.48,170.51,2,0
0.63,0.05,0.33,2.77,316.3,1,0
0.48,0.11,0.35,0.22,350.35,2,0
4.07,0.3,0.37,2.5,101.55,2,0
3.99,0.1,0.25,1.38,312.98,1,0
3.27,0.21,0.09,0.6,362.9,1,0
4.76,0.19,0.19,1.96,41.4,1,0
0.74,0.18,0.02,0.05,176.05,1,0
1.46,0.37,0.22,2.09,238.7,2,0
6.93,0.66,0.64,6.65,561.53,6,1
0.18,0.34,0.09,2.55,55.68,1,0
5.54,0.81,0.9,5.34,2388.05,9,1
6.23,0.66,0.82,4.29,861.18,2,1
8.25,0.68,0.88,5.17,269.53,7,1
9.31,0.66,0.71,3.65,1205.84,3,1
7.66,0.96,1.0,8.27,629.68,1,1
3.71,0.13,0.15,1.52,144.39,2,0
0.17,0.31,0.29,2.89,372.28,1,0
0.13,0.36,0.14,2.23,303.92,1,0
8.0,0.73,0.6,4.4,2232.62,19,1
3.45,0.27,0.34,0.4,263.89,1,0
7.97,0.68,0.74,9.03,2356.68,13,1
9.55,0.8,0.71,7.19,926.47,10,1
2.5,0.39,0.33,2.74,101.74,2,0
5.52,0.83,0.83,9.67,1974.37,8,1
6.08,0.83,0.74,7.6,909.44,6,1
0.39,0.08,0.13,1.26,237.57,1,0
7.62,0.65,0.61,4.07,58.89,18,1
0.55,0.25,0.27,2.04,106.14,2,0
2.94,0.09,0.34,1.48,329.01,1,0
9.2,0.66,0.96,6.15,2324.19,14,1
8.99,0.68,0.82,4.26,2383.31,18,1
6.6,0.75,0.85,6.09,117.42,2,1
7.27,0.9,0.71,3.14,2426.22,5,1
5.63,0.79,0.81,7.91,347.96,16,1
1.45,0.12,0.31,0.89,225.11,1,0
0.93,0.12,0.19,1.27,42.41,2,0
6.62,0.74,0.63,9.9,1926.24,8,1
0.67,0.39,0.1,1.38,86.51,1,0
5.14,0.77,0.77,6.27,247.08,19,1
5.76,0.95,0.89,6.93,1667.39,19,1
1.44,0.06,0.06,1.92,349.15,2,0
8.85,0.73,0.94,8.83,532.63,7,1
8.56,0.63,0.8,6.31,2279.69,8,1
9.08,0.97,0.91,9.84,1039.36,8,1
6.29,0.64,0.73,9.13,1755.23,6,1
9.65,0.95,0.61,3.9,1583.62,14,1
5.77,0.91,0.89,6.96,2310.15,10,1
6.78,0.7,0.71,5.83,31.04,2,1
4.47,0.21,0.05,1.7,251.45,1,0
3.51,0.39,0.18,1.55,208.73,1,0
3.45,0.28,0.28,0.96,230.26,1,0
9.47,0.97,0.99,9.57,1666.62,10,1
9.74,0.95,0.7,3.67,1949.87,13,1
0.49,0.34,0.19,2.48,326.85,2,0
9.0,0.71,0.93,3.67,2332.25,4,1
1.05,0.38,0.02,2.69,121.78,1,0
8.85,0.93,0.88,7.85,1715.16,13,1
4.47,0.25,0.28,2.0,179.78,2,0
1.78,0.39,0.28,2.49,16.1,1,0
5.33,0.91,0.9,8.7,1652.1,14,1
5.61,0.77,0.77,6.49,644.08,10,1
6.13,0.76,0.86,6.07,575.41,7,1
0.18,0.15,0.32,2.88,148.07,1,0
4.43,0.16,0.15,0.89,60.96,1,0
3.7,0.18,0.36,2.43,314.17,2,0
1.86,0.18,0.13,0.55,57.27,1,0
3.39,0.23,0.29,1.27,338.12,2,0
7.28,0.71,0.74,3.66,2471.54,8,1
5.2,0.93,0.84,6.67,138.49,18,1
4.81,0.31,0.35,2.12,304.2,1,0
1.68,0.04,0.31,1.36,196.96,2,0
2.93,0.12,0.06,2.49,334.61,1,0
1.44,0.29,0.31,2.43,228.3,2,0
2.52,0.21,0.37,0.09,309.36,2,0
1.52,0.36,0.24,0.62,104.85,1,0
8.06,0.92,0.78,6.88,488.4,19,1
7.72,0.63,0.93,7.42,1026.9,13,1
6.9,0.91,0.88,3.28,950.07,2,1
1.74,0.25,0.02,0.51,173.1,1,0
1.7,0.13,0.17,0.44,332.46,1,0
9.93,0.93,1.0,4.18,1655.74,14,1
1.86,0.15,0.08,0.34,296.12,1,0
1.82,0.02,0.34,2.98,326.54,1,0
9.53,0.83,0.69,9.22,69.34,2,1
0.39,0.32,0.06,1.26,352.52,1,0
0.07,0.16,0.03,1.22,15.97,1,0
6.2,0.67,0.74,4.65,1848.44,12,1
2.23,0.14,0.18,2.25,360.89,1,0
6.41,0.88,0.96,9.71,2483.15,4,1
0.52,0.09,0.16,0.51,197.96,1,0
4.69,0.01,0.29,0.93,149.88,1,0
1.74,0.16,0.14,2.48,180.86,2,0
5.71,0.86,0.91,7.47,1190.0,17,1
6.65,0.84,0.67,4.99,1401.18,17,1
0.87,0.23,0.36,2.91,262.46,2,0
7.04,0.8,0.81,7.62,2026.51,18,1
1.74,0.07,0.14,2.04,105.22,1,0
5.92,0.98,0.81,8.97,1369.99,1,1
6.1,0.79,0.62,6.24,2124.87,19,1
9.3,0.65,0.94,7.15,700.83,18,1
4.68,0.4,0.16,2.97,62.37,2,0
0.09,0.12,0.17,1.53,72.63,2,0
3.54,0.16,0.34,2.03,279.12,2,0
5.1,0.99,0.63,9.29,1798.85,16,1
2.32,0.21,0.13,0.83,262.38,1,0
5.96,0.87,0.83,5.21,1218.6,2,1
3.19,0.21,0.31,2.27,247.14,2,0
3.58,0.2,0.26,1.24,119.53,2,0
1.86,0.28,0.19,2.51,271.23,2,0
2.42,0.18,0.12,2.96,108.79,1,0
7.69,0.66,0.82,7.54,1647.53,1,1
0.85,0.01,0.07,2.3,162.05,1,0
5.21,0.87,0.72,6.92,244.69,7,1
1.86,0.33,0.08,2.42,263.0,1,0
1.35,0.11,0.05,2.77,69.17,2,0
7.7,0.83,0.97,6.54,1601.81,6,1
3.18,0.31,0.21,1.87,395.23,1,0
4.47,0.08,0.14,1.84,38.27,2,0
8.05,0.71,0.88,4.07,1709.29,5,1
5.8,0.87,0.82,3.13,2309.74,2,1
6.69,0.86,0.97,4.73,736.37,3,1
9.96,0.7,0.68,6.69,1547.7,17,1
3.81,0.2,0.11,2.03,15.37,1,0
9.63,0.74,0.78,9.87,910.93,2,1
2.05,0.27,0.39,2.49,263.61,1,0
4.29,0.36,0.38,2.64,232.02,1,0
9.71,0.96,0.81,6.76,1572.66,7,1
1.05,0.33,0.12,0.56,162.56,1,0
5.95,0.85,0.91,6.97,864.42,19,1
4.85,0.1,0.19,1.5,95.67,2,0
9.53,0.72,0.9,4.53,2201.85,1,1
6.97,0.65,0.8,7.85,643.0,5,1
1.34,0.16,0.28,1.54,372.28,1,0
6.69,0.69,0.74,4.61,2156.89,16,1
6.08,0.84,0.63,8.0,283.97,3,1
2.52,0.27,0.24,2.53,113.82,2,0
5.76,0.72,0.69,9.47,252.88,10,1
7.08,0.75,0.9,8.42,18.15,2,1
2.98,0.14,0.11,0.22,376.57,2,0
2.19,0.03,0.38,2.76,273.77,1,0
7.41,0.96,0.68,5.32,1796.58,1,1
5.95,0.86,0.61,5.04,1271.47,17,1
7.72,0.9,0.84,5.74,2127.31,16,1
3.37,0.24,0.23,0.2,99.63,2,0
9.68,0.78,0.65,6.03,1654.3,5,1
3.26,0.37,0.33,2.06,142.44,2,0
1.01,0.05,0.14,0.41,399.31,1,0
3.15,0.17,0.17,0.12,173.53,1,0
7.96,0.89,0.96,8.85,310.71,11,1
9.69,0.84,0.66,6.52,537.2,1,1
3.78,0.29,0.14,2.66,255.19,2,0
8.48,0.9,0.7,5.41,299.41,15,1
6.58,0.96,0.82,7.08,1733.26,4,1
3.25,0.07,0.02,2.05,100.43,2,0
0.99,0.37,0.18,2.23,218.8,1,0
2.52,0.08,0.03,0.51,393.75,2,0
5.16,0.88,0.93,7.45,558.38,18,1
8.87,0.64,0.95,5.13,390.0,12,1
8.39,0.89,0.87,9.32,946.29,12,1
7.67,0.61,0.66,7.49,466.08,4,1
3.83,0.18,0.25,1.62,20.92,1,0
3.72,0.06,0.27,0.71,175.35,1,0
6.82,0.83,0.68,8.61,556.69,4,1
4.67,0.09,0.25,0.08,372.72,2,0
5.9,0.96,0.67,9.18,2274.67,17,1
5.5,0.92,0.65,7.17,1184.16,9,1
2.44,0.05,0.37,2.87,342.64,1,0
7.33,0.62,0.67,6.92,706.24,15,1
2.79,0.18,0.03,1.45,187.58,2,0
9.14,0.87,0.96,3.4,1767.38,7,1
6.77,0.69,0.86,9.66,2010.04,4,1
4.56,0.01,0.31,0.33,10.99,2,0
9.67,0.92,0.65,3.84,65.13,4,1
3.81,0.38,0.05,2.11,340.32,1,0
8.71,0.8,0.77,5.85,2445.41,17,1
2.25,0.2,0.12,0.48,18.94,2,0
1.93,0.14,0.4,1.45,322.09,2,0
3.57,0.13,0.12,1.57,31.66,2,0
6.41,0.81,0.71,4.47,1064.73,4,1
4.9,0.03,0.11,0.73,99.42,1,0
2.81,0.14,0.24,0.27,3.83,2,0
5.96,0.8,0.76,8.57,107.2,16,1
1.46,0.35,0.11,2.42,83.75,2,0
6.2,0.76,0.95,9.57,767.35,15,1
9.52,0.61,0.82,5.96,1740.86,11,1
7.29,0.75,0.83,6.07,2489.8,14,1
3.56,0.17,0.03,2.43,381.1,1,0
5.17,0.81,0.68,8.3,738.88,14,1
2.83,0.05,0.2,1.96,335.3,2,0
1.49,0.07,0.25,0.7,31.97,2,0
9.77,0.97,0.69,8.47,123.38,12,1
4.68,0.34,0.37,1.35,214.57,1,0
2.01,0.19,0.39,1.03,259.29,2,0
3.46,0.13,0.31,2.7,87.42,1,0
9.16,0.73,0.85,9.89,128.29,19,1
4.25,0.03,0.4,2.1,64.91,1,0
6.44,0.9,0.61,5.67,1624.69,13,1
9.46,0.69,0.82,7.51,2459.59,5,1
0.95,0.37,0.19,0.98,306.21,2,0
7.35,0.63,0.88,5.76,805.74,11,1
5.84,0.99,0.85,6.15,1938.42,11,1
8.83,0.84,0.97,5.79,2308.14,12,1
4.93,0.33,0.11,2.18,85.72,1,0
5.93,0.85,0.87,6.41,1915.42,1,1
1.09,0.28,0.28,2.77,285.27,1,0
3.28,0.09,0.1,1.4,359.13,1,0
1.6,0.06,0.22,0.86,93.2,2,0
2.65,0.27,0.25,0.46,337.92,2,0
1.16,0.17,0.34,0.53,212.83,2,0
2.78,0.35,0.12,2.08,301.18,1,0
7.0,0.65,0.74,8.54,356.32,15,1
3.06,0.03,0.35,0.86,246.02,1,0
0.33,0.35,0.16,1.1,217.12,1,0
0.11,0.34,0.06,1.54,238.86,2,0
6.63,0.98,0.98,3.08,2489.41,13,1
0.97,0.19,0.35,0.07,271.82,2,0
3.84,0.15,0.36,2.37,300.24,2,0
3.15,0.3,0.33,0.16,310.42,2,0
2.63,0.07,0.35,1.03,154.99,1,0
8.03,0.68,0.85,8.06,652.06,2,1
8.44,0.8,0.68,6.87,1463.07,3,1
8.1,0.77,0.96,4.64,1801.89,1,1
3.83,0.15,0.19,0.56,116.81,1,0
8.2,0.61,0.88,6.7,2184.91,14,1
9.95,0.75,0.94,6.74,2155.86,6,1
4.27,0.37,0.32,1.37,82.17,2,0
1.42,0.26,0.21,1.79,166.32,1,0
2.44,0.27,0.15,2.83,282.18,1,0
9.04,0.8,0.72,3.71,1393.07,1,1
8.7,0.92,0.68,5.14,1117.09,2,1
5.92,0.98,0.9,8.14,2322.01,16,1
7.88,0.79,0.86,8.56,753.81,8,1
4.3,0.39,0.2,1.37,30.3,2,0
8.28,0.84,0.88,7.62,1294.83,4,1
3.28,0.18,0.32,0.34,33.82,2,0
6.05,0.91,0.87,7.77,1758.08,5,1
4.99,0.39,0.22,1.37,184.85,2,0
7.14,0.94,0.92,8.12,1350.7,16,1
2.49,0.15,0.35,0.34,194.77,1,0
5.13,0.83,0.64,8.84,368.41,12,1
7.08,0.82,0.83,7.22,217.41,4,1
8.87,0.7,0.89,4.76,2471.38,17,1
1.46,0.24,0.29,1.34,349.44,1,0
0.16,0.25,0.02,1.85,274.01,2,0
2.63,0.15,0.4,0.91,111.01,2,0
9.1,0.6,0.6,8.32,631.18,1,1
2.75,0.31,0.11,1.96,116.39,2,0
4.26,0.28,0.25,1.49,119.47,2,0
9.69,0.78,0.98,3.75,87.36,11,1
9.72,0.64,0.94,3.0,15.78,19,1
3.43,0.28,0.09,2.64,215.09,1,0
7.4,0.89,0.76,4.52,627.44,3,1
3.0,0.23,0.02,2.25,379.67,1,0
8.56,0.97,0.87,6.3,512.78,13,1
5.43,0.77,0.85,7.66,122.52,3,1
5.08,0.64,0.72,6.86,1031.59,14,1
3.72,0.18,0.03,2.31,19.13,1,0
4.9,0.26,0.37,1.93,13.28,2,0
0.56,0.25,0.29,1.18,288.61,1,0
6.67,0.74,0.98,8.59,1139.7,1,1
6.83,0.95,0.65,3.86,1269.9,17,1
0.14,0.28,0.38,0.52,124.52,2,0
5.27,0.84,0.89,5.61,570.37,3,1
6.03,0.75,0.86,9.03,2183.46,1,1
5.36,0.89,0.72,6.17,2164.33,14,1
7.42,0.9,0.63,4.52,1827.21,12,1
3.61,0.31,0.06,1.33,70.75,2,0
6.26,0.76,0.66,3.81,2492.09,12,1
9.93,0.84,0.7,6.95,2159.82,2,1
9.54,0.95,0.78,4.14,259.68,7,1
5.37,0.69,0.61,6.52,1106.82,4,1
2.08,0.05,0.07,1.03,224.83,2,0
2.94,0.11,0.16,2.04,356.32,2,0
5.69,0.99,0.75,7.38,1042.81,19,1
6.02,0.7,0.97,8.29,83.81,3,1
7.22,0.64,0.85,7.34,1294.13,16,1
9.4,0.66,0.94,5.31,866.52,13,1
5.67,0.7,0.99,5.66,1997.3,6,1
7.95,0.66,0.7,6.82,1954.52,17,1
5.87,0.66,0.71,4.43,67.34,7,1
0.3,0.22,0.32,1.72,106.12,1,0
8.84,0.71,0.72,7.2,1793.17,9,1
3.5,0.34,0.19,2.5,71.05,2,0
1.76,0.1,0.38,2.24,226.87,2,0
1.6,0.3,0.21,1.83,157.39,2,0
4.73,0.04,0.25,1.71,356.12,1,0
0.02,0.0,0.19,0.09,389.81,1,0
5.41,0.92,0.73,9.0,538.91,9,1
7.72,0.99,0.92,9.95,391.63,13,1
0.04,0.26,0.26,1.96,65.39,2,0
2.3,0.08,0.35,1.25,300.12,1,0
4.86,0.15,0.12,0.09,60.01,1,0
9.32,0.74,0.86,9.46,1763.82,17,1
1.71,0.36,0.02,2.18,9.33,2,0
2.17,0.01,0.15,0.38,48.58,2,0
7.8,0.85,0.97,4.8,259.78,15,1
4.38,0.35,0.07,0.79,30.56,1,0
1.81,0.05,0.06,2.67,395.2,1,0
2.86,0.35,0.26,2.84,112.54,1,0
2.71,0.13,0.28,1.32,115.1,2,0
4.26,0.26,0.02,1.63,6.92,1,0
2.15,0.34,0.31,2.17,280.29,2,0
6.69,1.0,0.93,9.19,272.75,19,1
4.05,0.01,0.36,0.68,282.37,2,0
1.9,0.36,0.18,2.24,372.1,2,0
2.26,0.04,0.27,0.92,59.43,1,0
7.26,0.68,0.96,9.75,976.82,12,1
7.68,0.99,0.66,4.3,564.55,14,1
5.34,0.7,0.68,6.79,486.86,13,1
3.18,0.09,0.17,2.4,215.48,1,0
4.26,0.38,0.4,0.85,230.15,2,0
1.25,0.07,0.18,0.11,316.69,2,0
8.42,0.72,0.96,7.7,447.52,8,1
3.38,0.36,0.31,1.62,59.48,2,0
3.89,0.31,0.09,2.93,398.07,2,0
1.32,0.09,0.16,1.78,218.13,2,0
2.14,0.13,0.26,0.39,286.66,2,0
3.49,0.25,0.23,0.54,173.06,1,0
0.72,0.36,0.03,2.47,60.79,1,0
1.67,0.33,0.12,0.49,282.52,2,0
3.67,0.2,0.24,0.91,80.14,2,0
1.87,0.07,0.34,0.95,239.28,1,0
5.48,0.69,0.62,9.97,69.96,6,1
8.17,0.88,0.86,7.22,1434.62,6,1
1.69,0.15,0.29,2.78,251.6,2,0
0.41,0.21,0.35,1.66,246.5,1,0
4.04,0.19,0.07,1.94,397.11,2,0
3.54,0.05,0.33,2.21,308.17,2,0
6.63,0.69,0.96,6.52,332.39,7,1
5.81,0.95,0.69,3.79,352.57,10,1
0.18,0.1,0.08,1.51,171.88,1,0
0.06,0.38,0.32,0.58,115.03,2,0
1.17,0.08,0.0,2.12,374.99,2,0
7.79,0.97,0.64,7.21,2311.86,19,1
5.01,0.89,0.9,8.23,1687.89,7,1
5.07,0.77,0.87,6.55,347.18,17,1
7.92,0.74,0.94,5.53,2257.84,17,1
1.89,0.35,0.16,0.54,1.38,2,0
2.07,0.17,0.04,0.61,61.87,1,0
1.19,0.17,0.05,1.37,53.34,2,0
1.03,0.02,0.27,1.04,7.04,1,0
9.22,0.79,0.66,3.86,225.23,3,1
2.91,0.32,0.17,1.36,351.73,1,0
1.82,0.11,0.24,0.46,98.48,2,0
3.89,0.23,0.16,2.9,244.53,2,0
8.74,0.98,0.8,5.87,2317.03,4,1
2.22,0.24,0.12,2.15,322.37,2,0
2.67,0.38,0.29,2.78,88.0,1,0
6.27,0.66,0.88,3.65,661.35,3,1
9.23,0.66,0.61,8.49,2480.49,11,1
5.62,0.66,0.91,7.12,1365.93,1,1
2.62,0.33,0.3,1.2,33.1,2,0
9.08,0.67,0.63,5.3,1722.52,6,1
1.5,0.0,0.15,2.21,60.01,1,0
1.51,0.01,0.07,1.19,126.53,1,0
3.25,0.27,0.07,1.48,146.83,1,0
3.06,0.17,0.1,1.11,236.84,2,0
0.35,0.22,0.23,0.64,188.41,2,0
2.73,0.19,0.37,2.16,44.62,1,0
6.6,0.71,0.76,9.73,1740.4,3,1
0.49,0.25,0.32,2.51,231.16,2,0
1.91,0.25,0.33,0.08,180.25,1,0
9.93,0.75,0.81,8.94,1351.57,10,1
5.78,0.99,0.98,5.35,427.0,2,1
9.34,0.64,0.6,6.16,2054.58,2,1
1.49,0.13,0.07,2.69,297.8,1,0
6.51,0.89,0.67,6.67,2209.63,8,1
1.87,0.34,0.07,0.81,17.34,1,0
4.76,0.39,0.26,1.57,243.17,2,0
8.13,0.86,0.91,5.82,547.18,2,1
3.01,0.4,0.08,1.57,138.47,1,0
7.89,0.7,0.74,4.5,1985.56,12,1
4.07,0.17,0.36,1.45,229.58,1,0
4.32,0.12,0.18,0.68,144.5,2,0
6.98,0.81,0.93,3.53,2198.52,10,1
7.38,0.85,0.84,9.03,1098.59,4,1
5.1,0.76,0.98,9.1,1760.88,12,1
0.15,0.31,0.33,1.86,299.49,2,0
8.14,0.96,0.89,5.44,1328.29,3,1
4.07,0.2,0.38,2.26,68.46,1,0
3.13,0.03,0.35,0.81,97.51,1,0
3.65,0.15,0.26,1.73,50.42,2,0
8.91,0.87,0.87,6.37,63.84,1,1
1.04,0.24,0.29,1.12,234.18,2,0
3.71,0.13,0.2,2.75,382.26,2,0
1.33,0.16,0.28,2.54,142.63,1,0
3.81,0.29,0.33,0.1,19.09,2,0
1.89,0.28,0.36,0.96,184.3,1,0
2.5,0.22,0.33,1.61,206.74,1,0
5.46,0.63,0.93,6.06,2287.11,1,1
3.06,0.08,0.19,2.05,253.54,1,0
0.76,0.29,0.19,2.25,264.45,1,0
4.02,0.09,0.21,0.72,303.88,2,0
6.03,0.88,0.64,9.79,104.18,11,1
6.57,0.76,0.77,3.51,1640.33,18,1
7.74,0.94,0.81,7.78,1563.31,17,1
5.72,0.67,0.62,9.32,1989.93,2,1
4.84,0.18,0.38,2.17,28.27,1,0
4.16,0.3,0.21,1.94,162.67,2,0
7.61,0.93,0.68,6.69,1005.17,8,1
5.61,0.91,0.63,9.35,2328.09,9,1
0.66,0.24,0.27,0.11,342.14,2,0
9.52,0.63,0.75,3.57,113.05,1,1
9.49,0.61,0.88,9.68,795.13,4,1
1.74,0.04,0.15,2.64,392.21,2,0
8.17,0.93,0.72,4.5,536.26,3,1
2.8,0.37,0.32,0.47,155.58,1,0
7.52,0.92,0.9,7.14,1526.42,2,1
4.85,0.14,0.32,2.55,249.27,1,0
3.31,0.03,0.14,2.81,345.04,1,0
7.93,0.71,0.99,4.84,2291.52,11,1
9.76,0.87,0.98,4.4,1629.96,10,1
0.98,0.25,0.32,2.67,187.32,1,0
9.62,0.67,0.71,3.44,497.41,7,1
2.39,0.15,0.15,0.58,178.96,2,0
3.65,0.01,0.15,1.44,74.57,1,0
4.1,0.24,0.39,1.88,313.84,2,0
4.86,0.39,0.19,0.49,80.83,2,0
7.49,0.88,0.83,6.14,1326.44,15,1
8.72,0.79,0.72,8.61,749.87,14,1
2.47,0.14,0.13,2.58,78.69,2,0
4.25,0.12,0.0,0.89,112.52,2,0
1.23,0.35,0.04,0.1,35.35,2,0
7.68,0.86,0.88,3.96,542.83,2,1
5.18,0.87,0.81,8.75,2186.3,12,1
0.58,0.12,0.39,0.96,37.3,2,0
1.94,0.26,0.3,0.57,133.04,1,0
9.27,0.92,0.86,5.27,1556.21,14,1
